GUID,Taxon,Synonymie,Aggregatzugehörigkeit,Taxonname deutsch,Nordtirol,Nordtirol,Nordtirol,Nordtirol,Osttirol,Osttirol,Osttirol,Osttirol,Kommentar
,,,,,RL,A,B,R,RL,A,B,R,
5CE326C3-93CB-4DE7-A1F7-CD1ED673EFF6,Holosteum umbellatum,,,Spurre,e,,,,u,,,,
3108A980-AB0E-41FD-BF8F-15C01FF9A490,Homogyne alpina,,,Alpen-Brandlattich,LC,5,0,0,LC,5,0,0,
E0148ED5-B47A-4909-9258-C47D817B6845,Homogyne discolor,,,Filz-Brandlattich,/,,,,LC,3,0,0,
A8576488-A64D-4D0F-80B9-959523BC28DC,Honorius nutans s. str.,syn. Ornithogalum nutans,,Nickender Honoriusmilchstern,u,,,,-,,,,
949471FA-98F7-47C5-A226-FD823B966B3F,Hordelymus europaeus,,,Waldgerste,LC,4,-1,0,/,,,,
0BAF5D11-49AD-4E02-B389-C4B33BB0E3EF,Hordeum distichon,syn. H. vulgare convar. distichon,,Zweizeilen-Gerste,u,,,,u,,,,
E88C3910-442A-464C-87CC-4A1DA28AB6AC,Hordeum jubatum,,,Mähnen-Gerste,e,,,,u,,,,
E66856EE-3BCC-4F19-AEF7-5EE4C36E118D,Hordeum murinum,,H. murinum agg.,Mäuse-Gerste,LC,3,1,0,u,,,,
FC63988B-543C-452B-9839-7D085E29065C,Hordeum secalinum,,,Roggen-Gerste,u,,,,-,,,,
66A5B912-AF33-490D-93AD-6A7D8C007595,Hordeum vulgare,syn. H. vulgare convar. vulgare,,Mehrzeilen-Gerste,u,,,,u,,,,
D94FC38D-7342-4850-B602-A1FC244339FE,Horminum pyrenaicum,,,Drachenmaul,CR,1,-1,-2,LC,2,0,0,NT: Der Normalstatus des mittlerweile extrem kleinen Vorkommens in der Umgebung von Wörgl ist unsicher.
1F800597-0C95-489A-A75D-A6675BBCD5DF,Hornungia alpina subsp. alpina,,,Kalk-Gamskresse,LC,5,0,0,LC,2,0,0,
00F93E37-AA0D-4495-AEE8-5C6BC5F098EE,Hornungia alpina subsp. austroalpina,,,Südalpen-Gamskresse,-,,,,LC,2,0,0,
FD964160-081B-45BF-9E07-94CA9A3A16ED,Hornungia alpina subsp. brevicaulis,,,Silikat-Gamskresse,LC,3,0,0,LC,5,0,0,
6D9E9FDC-9CD5-4C7F-81A9-9E1D9C7BE403,Hornungia pauciflora,syn. Hymenolobus pauciflorus,H. procumbens agg.,Wenigblütiges Zartschötchen,EN,1,-1,-1,CR,1,-2,-2,NT: Die Art ist seit langem von zwei weit entfernten Fundorten (bei Finstermünz und an der Hohen Burg im Gschnitztal) bekannt. Beide konnten rezent bestätigt werden. – OT: Zum einzigen rezenten Vorkommen in Osttirol vgl. Stöhr (2021).
B21B1CC5-32D6-42FE-99A0-94EC5869C9C6,Hosta × fortunei,(Kulturhybride),,Graublatt-Funkie,-,,,,u,,,,
D8C00849-AE52-4F18-9FC0-B55A0F4042B5,Humulus japonicus,syn. H. scandens,,Japan-Hopfen,u,,,,-,,,,
FBBB0CBD-8BDB-4CD6-BA83-A44EDEA5A400,Humulus lupulus,,,Echter Hopfen,LC,4,0,0,LC,4,0,0,
76CFE10D-0D5D-4F71-85CB-B6B3DB8C34FF,Huperzia selago,,,"Teufelsklaue, Tannenbärlapp",LC,5,0,0,LC,5,0,0,"Art der FFH-Richtlinie, Anhang V."
5B94C630-AE33-4C0A-9A37-B89848CE828E,Hyacinthus orientalis,,,Garten-Hyazinthe,/,,,,u,,,,
91D9B71C-2640-42E1-9EEA-58989AF70BF9,Hydrangea macrophylla,,,Garten-Hortensie,u,,,,u,,,,
C6EF22F6-3D4B-454E-ADA1-61A5DE389676,Hydrocharis morsus-ranae,,,Froschbiss,u,,,,-,,,,
62DCF3BE-5783-45E3-8278-3CF33583D0AC,Hylotelephium ewersii,syn. Sedum ewersii,,Ewers-Fetthenne,-,,,,u,,,,
89CF8F82-C83C-409E-8C7C-6C0D462D3D9F,Hylotelephium maximum,syn. Sedum maximum ,H. telephium agg.,Quirl-Waldfetthenne,LC,4,-1,-1,LC,5,-1,0,
EC901779-1E5C-4F00-91A6-8D29EA4C75AA,Hylotelephium sieboldii,syn. Sedum sieboldii,,Siebold-Fetthenne,u,,,,-,,,,
14CA05DC-7E9A-469C-ABA6-31A71F069F3E,Hylotelephium telephium s. str.,syn. Sedum telephium s. str. ,H. telephium agg.,Purpur-Waldfetthenne,u,,,,u,,,,
E33A58D0-521F-4ECE-9864-BC034194B407,Hyoscyamus niger,,,Schwarzes Bilsenkraut,CR,2,-3,-1,CR,2,-3,-2,"NT: Dieser Archäophyt war früher v. a. entlang des Inntals und Wipptals weit verbreitet. Die allermeisten Vorkommen sind erloschen, die letzte große, ortsgebundene Population ist bei Zirl. Die anderen Nachweise beziehen sich auf kleine Bestände an Ruderalstandorten. Umgestuft von EN auf CR wegen starker Habitatgefährdung der einzigen ortsgebundenen Population. – OT: Heute nur mehr sehr selten, unbeständig und individuenarm auftretend. "
6C8767DD-51EE-47BC-824C-306BDA75F8E8,Hypericum dubium,,H. maculatum agg.,Stumpfes Johanniskraut,LC,dd,dd,dd,NT,2,0,-1,"NT: Die Überprüfung von Hypericum maculatum-Belegen zeigt, dass H. dubium in Nordtirol nicht selten ist. Möglichweise gehört eine große Zahl der Angaben von H. maculatum hierher. Derzeit ist die Verbreitung aber noch ungenügend bekannt."
3AE14D29-D77C-4600-9E0C-533692DB076E,Hypericum hirsutum,,,Flaum-Johanniskraut,NT,3,-1,-1,-,,,,
D336D1AF-28F0-47B2-95AB-4CB88FE1602A,Hypericum humifusum,,,Liegendes Johanniskraut,NT,3,-1,-1,-,,,,
52C0FA16-3DA4-480B-978A-4C16BC639AE4,Hypericum maculatum s. str.,,H. maculatum agg.,Geflecktes Johanniskraut,LC,5,0,0,LC,5,0,0,
737E0C59-8702-4825-9E81-39FFC6B71057,Hypericum montanum,,,Berg-Johanniskraut,LC,5,0,0,LC,4,0,0,
6148B679-70E8-44D6-B74A-F084E73B95E5,Hypericum perforatum,,,Echtes Johanniskraut,LC,5,0,0,LC,5,-1,0,
4781B16A-E8E0-4D8E-A5E3-E4E72095820D,Hypericum tetrapterum,,,Flügel-Johanniskraut,LC,4,-1,-1,VU,3,-2,-2,
D3F5BAF4-E13E-457D-89F5-FE2F478D6E55,Hypochaeris maculata,,,Geflecktes Ferkelkraut,VU,3,-2,-1,/,,,,OT: Eine Angabe aus der amtlichen Biotopkartierung bei Kals am Großglockner (Spöttling-Taurer) stellt vermutlich eine Verwechslung mit Hypochaeris radicata dar (Stöhr et al. 2023).
B892074C-0CA5-461D-9D92-EF76E6AF13B0,Hypochaeris radicata,,,Gewöhnliches Ferkelkraut,LC,5,0,0,LC,4,0,0,
FA5B68C6-A890-4D0C-BAE2-BBF7661F6BBA,Hypochaeris uniflora,,,Einkörbiges Ferkelkraut,LC,4,0,0,LC,5,0,0,
6538CD7C-7F07-4528-B453-4C87239D06ED,Hypopitys hypophegea,syn. Monotropa hypophegea,H. monotropa agg.,Kahler Fichtenspargel,NT,3,-1,-1,LC,3,0,-1,
8631E935-F144-4098-8D83-2B0B8E413E16,Hypopitys monotropa s. str.,syn. Monotropa hypopitys,H. monotropa agg.,Behaarter Fichtenspargel,LC,4,0,0,VU,2,-1,-1,
04291A83-D9DB-4FC7-9BF3-9A17E3B33C7A,Hyssopus officinalis,,,Ysop,u,,,,u,,,,OT: Keine rezenten Funde.
0C1B0F8D-C1DE-4552-B0A0-92693F8C16F6,Iberis amara,,,Bitter-Schleifenblume,u,,,,u,,,,
3A5161FB-59D0-4D82-AF2A-1C5B88741385,Iberis sempervirens,,,Immergrün-Schleifenblume,-,,,,u,,,,
292B2DD7-FD31-4026-9808-4B2E385DBF3C,Iberis umbellata,,,Dolden-Schleifenblume,u,,,,u,,,,
1AC2D73A-6785-4524-BE4E-BD88A39B4389,Ilex aquifolium,,,Stechpalme,NT,3,-1,-1,-,,,,
CC2E875E-D3F2-453A-8661-E8B60A4F5122,Impatiens balsamina,,,Balsamine,u,,,,u,,,,OT: Keine rezenten Funde.
F9824D8B-8AEF-43A9-94F0-DCC8C154B307,Impatiens cristata,"syn. I. tricornis, I. scabrida",,Dreihörniges Springkraut,u,,,,-,,,,
AC5B738C-0E7B-4FD1-8A2F-DCBB98E6A9C3,Impatiens glandulifera,,,Drüsiges Springkraut,i,,,,i,,,,
7E28749E-D935-4808-A661-4FBFD39ACFA3,Impatiens noli-tangere,,,Großes Springkraut,LC,5,-1,-1,LC,5,0,0,
AEC3B8CA-4B06-4340-9A57-FD0292088CFB,Impatiens parviflora,,,Kleines Springkraut,pi,,,,e,,,,OT: Trotz weiter Verbreitung in Osttirol kann der Art hier derzeit kein invasives Verhalten zuerkannt werden. 
E90164F3-1432-448B-B432-1E0979BDBDA0,Inula helenium,,,Echter Alant,u,,,,u,,,,
B4BA3CF7-A253-4851-8325-18CC299CB889,Ionopsidium acaule,,,Stängelloses Scheinveilchen,u,,,,-,,,,
1D9A01EA-6A22-419A-9837-B2D210BECF49,Ipomoea purpurea,,,Purpur-Prunkwinde,u,,,,u,,,,
1FE8A4DC-20DC-47F5-BEB6-5575D35BE77E,Ipomoea tricolor,,,Dreifarben-Prunkwinde,u,,,,-,,,,
481CF88D-FC02-42F3-BFE8-FAB4EFAF6C4A,Iris germanica,,,Deutsche Schwertlilie,u,,,,-,,,,
2B1D3C6D-7497-4FAC-A83A-6B75B3089D78,Iris pallida,,,Bleich-Schwertlilie,u,,,,-,,,,
1755EDEF-537D-4936-8281-9D8C9D18ACE1,Iris pseudacorus,,,Wasser-Schwertlilie,e,,,,CR,1,0,-2,"NT: Die ältesten Angaben aus Nordtirol stammen aus Strass und Maria Stein im Unterinntal (Hausmann 1852), aber schon J. Murr (Dalla Torre & Sarnthein 1906) bezeichnet diese Vorkommen als nicht heimisch. – OT: Heimisch nur an wenigen Stellen im Lienzer Becken, zudem Verwilderungen/Ansalbungen."
577FEC48-C2AC-4D07-9828-2029F917269F,Iris sibirica,,,Sibirische Schwertlilie,EN,3,-2,-2,u,,,,"NT: Die Art kommt v. a. im mittleren und unteren Inntal vor, die meisten Populationen sind recht individuenarm. Umgestuft von VU auf EN wegen oft kleiner Populationsgrößen und Habitatgefährdung – OT: Unbeständig verwildert in Mittewald (Stöhr ined.), nun dort verschwunden."
4769185B-0D76-444B-A8DF-B4B4AA5058D9,Isatis tinctoria,,,Färber-Waid,e,,,,-,,,,
C4ABF270-8EE3-40F1-90A5-F368672C81F6,Isolepis setacea,,,Borsten-Moorbinse,CR,2,-3,-2,EN,2,-1,-2,"NT: Diese v. a. südlich des Inns westwärts bis zum Ötztal recht weit verbreitete Art ist extrem zurückgegangen und zwischen dem Ötztal und Weerberg vor 1980 erloschen. Funde nach 2000 liegen nur aus Unterpinswang, Weerberg und nahe Hopfgarten im Brixental vor."
E821BC12-17FC-443E-9940-DCC922514E83,Isopyrum thalictroides,,,Muschelblümchen,-,,,,u,,,,OT: Neben dem aktuellen Nachweis eines unbeständigen Vorkommens in Assling (M. Dernier ined.) werden in der alten Literatur unglaubhafte Angaben vom Ufer der Isel und der Drau genannt.
02F129E0-32E9-4D92-9F23-A29DF7439F26,Jasione montana,,,"Berg-Sandknöpfchen, Sandrapunzel",-,,,,RE,0,-3,,OT: Eine ältere Angabe von Nörsach konnte nicht bestätigt werden (Stöhr et al. 2023).
AF100DA4-6DAA-4FD8-AE56-10CD5AEAE2E5,Jasminum nudiflorum,,,Winter-Jasmin,/,,,,u,,,,
3679E26A-8E91-4FC5-B887-2DB43E0E4272,Jovibarba globifera subsp. arenaria,,,Tauern-Fransenhauswurz,/,,,,LC,5,0,0,
726AD6D8-DAC6-432C-9556-B135C393971B,Jovibarba globifera subsp. globifera,,,Ausläufer-Fransenhauswurz,u,,,,/,,,,
54F6125A-ACF0-4534-9F9D-A1A99547C8DE,Jovibarba globifera subsp. pseudohirta,,,Mittlere Fransenhauswurz,-,,,,LC,1,0,0,Taxonomisch kritische Unterart.
039E4108-2D86-439C-AD9A-9323CDB0912A,Juglans regia,,,Echte Walnuss,pi,,,,pi,,,,
084F7B45-7AD2-46F9-8A59-3F296BE25BC9,Juncus acutiflorus,,,Spitzblütige Simse,VU,3,-2,-1,/,,,,OT: Angaben der amtlichen Biotopkartierung bei Innervillgraten und Lienz beruhen auf Verwechslung mit anderen Juncus-Arten (Stöhr et al. 2023).
BA2BFEE4-C8E6-4204-8D70-2435134FEDA4,Juncus alpinoarticulatus,,,"Gebirgs-Simse, Alpen-S.",LC,5,0,0,LC,5,0,0,
D636C4E9-7B21-4225-A469-63EDBB08D5B2,Juncus arcticus,,,Nordische Simse,EN,1,-2,0,/,,,,"NT: Die Art ist auf die Samnaungruppe beschränkt und v. a. infolge von Schigebiets-erschließungen stark zurückgegangen. Rezent kommt sie nur mehr im Fimba- und Vesiltal, dort allerdings in teils großen Populationen vor."
B0D365FA-75AA-4388-AF31-42057492A7F1,Juncus articulatus,,,Glieder-Simse,LC,5,0,0,LC,5,0,0,
39C2280D-9EA9-4244-B54A-09BEB2ED4546,Juncus bufonius s. str.,inkl. J. minutulus,J. bufonius agg.,Kröten-Simse,LC,4,0,0,LC,3,0,0,"Von J. minutulus, einer nicht von J. bufonius zu trennenden Sippe (Rooks et al. 2011), existieren einzelne Angaben aus Tirol. – NT: Zu J. ranarius vermittelnde Individuen gibt es bei Obergurgl (E. Schwienbacher, schriftl. Mitt.)."
7C495B4B-7AE5-445B-976E-DCF5170532FF,Juncus bulbosus,,,Rasen-Simse,RE?,0,-3,,EN,2,0,-2,"NT: Die Art wurde bei Lans, St. Johann in Tirol und Wildschönau (dort allerdings mit unklarer Fundortszuordnung) angegeben, sie konnte rezent nicht wiedergefunden werden (Pagitz et al. 2023)."
1A5494CF-63BE-4FA9-B44C-F992C9FF9427,Juncus castaneus,,,Kastanien-Simse,EN,2,-2,-1,/,,,,NT: Die Art kommt in der Samnaungruppe sowie im obersten Stubaital (Stöhr 2014) vor und ist infolge von Schigebietserschließungen stark zurückgegangen. Die Populationen sind teils klein und akut gefährdet (Pagitz et al. 2023).
E8D6F5B7-69C1-4EAF-9B96-4D08293FF8A2,Juncus compressus s. str.,,,Platthalm-Simse,LC,5,0,0,LC,5,0,0,
B36DDFF1-BE6E-41CE-A39A-CF09540B7F41,Juncus conglomeratus,,,Knäuel-Simse,VU,3,-1,-2,VU,3,-1,-2,
655D0184-3491-4E3A-83CF-560E2F510BBC,Juncus effusus,,,Flatter-Simse,LC,5,0,0,LC,5,0,0,
FCBEA0CA-D022-4BEE-A18E-EA7A51CCE4D3,Juncus ensifolius,,,Schwertblättrige Simse,e,,,,-,,,,
850DEDF1-8C8F-4867-9199-3F86B1AA96CA,Juncus filiformis,,,Faden-Simse,LC,5,-1,0,LC,5,0,0,In Tieflagen gefährdet (VU).
4FCDCCEC-B0DE-41A2-A888-E467C1911EFA,Juncus inflexus,,,Graue Simse,LC,5,0,0,LC,4,0,0,
9608E0C1-5E38-4B5F-A0B8-2E89E6EFCF8B,Juncus jacquinii,,,"Jacquin-Simse, Gämsen-S.",LC,4,0,0,LC,5,0,0,
0B00330B-4EF3-48C3-B7AB-D5670A0A3485,Juncus ranarius,,J. bufonius agg.,Frosch-Simse,u,,,,-,,,,
E086DBA0-309E-4474-B4CC-64CCAACAB3BA,Juncus subnodulosus,,,Knötchen-Simse,EN,2,-2,-2,/,,,,"NT: Die Art war sehr zerstreut vom Gurgltal bis Hochfilzen verbreitet. Viele Fundorte sind erloschen, die Art tritt aber noch bestandsbildend im Gurgtal auf, weitere rezente Funde stammen vom Reintaler See und aus Vill südlich von Innsbruck (Pagitz et al. 2023)."
2BB9C994-CFC1-46F0-A4DE-6C6C0EA2A3B9,Juncus tenuis,,,Zart-Simse,e,,,,e,,,,
705E05F2-CEF4-4F84-88EB-7560B294BDBA,Juncus triglumis,,,Dreiblütige Simse,LC,4,0,0,LC,5,0,0,
092E2193-EC07-47BD-A313-F2AA3125B5DF,Juniperus chinensis,,,China-Wacholder,/,,,,u,,,,
4D62D863-08A2-4D0D-B33D-78C21BD783B7,Juniperus communis subsp. communis,,,Gewöhnlicher Wacholder,LC,5,-1,-1,LC,5,0,0,
A08E5DC0-483C-4B2E-9B2C-C475438AC1E6,Juniperus communis subsp. nana,,,"Zwerg-Wacholder, Alpen-W.",LC,5,0,0,LC,5,0,0,
363257C7-890D-4F78-A17B-EF58CFF613CB,Juniperus sabina,,,Sebenstrauch,LC,4,0,0,LC,3,0,0,Abseits der Felsstandorte durch Verbuschung/Ausschattung gefährdet.
F2D556A4-9781-4841-A664-7FD2E2133F5C,Kalmia procumbens,syn. Loiseleuria procumbens,,Gamsheide,LC,5,0,0,LC,5,0,0,
AC535555-6047-48E7-A7B5-5E9CED0EC0F7,Kernera saxatilis,,,Kugelschötchen,LC,5,0,0,LC,5,0,0,
960F8F27-BA18-4606-AE38-7EBDB99714B5,Kerria japonica,,,Japan-Goldröschen,u,,,,u,,,,
34185298-26C0-43D2-BBE4-FC20D5AF168B,Knautia arvensis s. str.,,,Wiesen-Witwenblume,LC,5,-2,-1,LC,5,-1,-1,
2659470B-9CD7-467F-A570-6FF34E91A119,Knautia drymeia,,,Ungarische Witwenblume,/,,,,EN,1,-1,-1,
EB28C906-E03B-4D65-921A-1EF5A18757D7,Knautia longifolia,,,Langblättrige Witwenblume,VU,2,-1,-1,LC,5,0,-1,
1F35BF15-119C-4378-B261-84804B2C5754,Knautia maxima,,,"Berg-Witwenblume, Wald-W.",LC,5,0,0,LC,5,0,0,
1646247E-2CA5-4929-9430-62EE1E5A255D,Koeleria eriostachya,,K. pyramidata agg.,Woll-Schillergras,-,,,,LC,1,0,0,"OT: Ein Beleg von der Porze aus den Karnischen Alpen (Herbarium IB, leg. Nugent 1980) ist korrekt bestimmt, die Nachsuche in den Lienzer Dolomiten war bisher erfolglos (Stöhr et al. 2023). Wir gehen von einem rezenten Vorkommen in Osttirol aus und sehen angesichts der Habitateinnischung die Art als ungefährdet an."
09A35A25-559F-4EEE-8853-A6F65BB9B902,Koeleria hirsuta,,,Langhaariges Schillergras,NT,3,-1,-1,-,,,,
0756B5C7-D961-41A0-B06A-0F859EC88F61,Koeleria macrantha,,K. pyramidata agg.,Steppen-Schillergras,VU,3,-2,-1,(DD),dd,dd,dd,"OT: Ein von uns überprüfter, korrekt bestimmter Beleg aus einer Kultur von H. Melzer hat laut Etikette seine Provenienz von der Ruine Rabenstein (https://www.jacq.org/detail.php?ID=88956). Ob die Art dort noch vorkommt (bzw. vorgekommen ist), ist unklar. Weitere Angaben aus Osttirol liegen nicht vor."
D77058E4-5A3D-495C-AF29-DE587445BC71,Koeleria pyramidata s. str.,,K. pyramidata agg.,Wiesen-Schillergras,NT,4,-2,-1,LC,4,-1,-1,
2BAC6772-27CC-446E-977B-FC31ED515733,Koelreuteria paniculata,,,Blasenbaum,u,,,,-,,,,
D878F7C9-6741-43D2-B183-4BAC696CCEAF,Koenigia polystachya,syn. Persicaria polystachya,,Himalaya-Knöterich,pi,,,,-,,,,
9D49ECFF-9ECD-4FFE-A675-37673FD5D600,Kolkwitzia amabilis,,,Kolkwitzie,u,,,,u,,,,
6B269FD4-D241-4D40-B3F8-402A5E1ABB94,Laburnum anagyroides,,,Gewöhnlicher Goldregen,e,,,,u,,,,
CCB7641F-87D4-428F-9031-DF29B2699667,Lactuca muralis,syn. Mycelis muralis,,Mauerlattich,LC,5,0,0,LC,5,0,0,
E0F1E1C3-B52A-4CBC-896C-0F1D2285A7FC,Lactuca perennis,,,Blauer Lattich,NT,3,-1,0,-,,,,
351DD3DD-BED5-4862-B646-EBA13094025B,Lactuca sativa,,,Gartensalat,u,,,,u,,,,
AC2AA35C-8197-46F4-BC5D-9440D3892F0C,Lactuca serriola,,,Kompass-Lattich,e,,,,e,,,,
64242E4D-1F0E-458A-BD8F-4969AFD40954,Lamium album,,,Weiße Taubnessel,LC,5,0,0,LC,5,0,0,
ABBDCC4D-56EF-4D1D-B461-6B10E1AB912C,Lamium amplexicaule,,,Stängelumfassende Taubnessel,EN,2,-3,-1,CR,1,-2,-2,"NT: Diese archäophytische Segetal- und Ruderalart kam im westlichen und mittleren Nordtirol regelmäßig vor. Sie ist großflächig aus den Äckern verschwunden und tritt heute meist nur mehr zerstreut auf. Größere Populationen in Äckern gibt es noch am westlichen Mieminger Plateau und südlich von Innsbruck. – OT: Nur mehr ruderal, keine Segetalvorkommen mehr."
65D3C52E-9DA7-4DD0-B077-7D0DBD7DEFCB,Lamium maculatum,,,"Große Taubnessel, Gefleckte T.",LC,5,0,0,LC,5,0,0,
C2D14475-4837-4422-AA76-F1E12B555A46,Lamium purpureum,,,"Kleine Taubnessel, Purpur-T.",LC,4,-1,0,LC,5,0,0,
EF78205E-C76C-4469-BFC6-70D70B3EEC6F,Lamprocapnos spectabilis,,,Herzblume,/,,,,u,,,,
08A98AC5-E29F-40A2-835F-7B7508500307,Lappula squarrosa,,,Gewöhnlicher Igelsame,VU,3,-3,-1,CR,2,-3,-2,NT: Umgestuft von EN auf VU wegen manchmal geringer Habitatgefährdung der verbleibenden Populationen im Oberland – OT: Rezent nur von wenigen und kleinen Vorkommen bekannt.
7396D3A8-9F41-403F-869B-7BBD209BFF73,Lapsana communis subsp. communis,,,Gewöhnlicher Europa-Rainsalat,LC,4,1,0,LC,4,0,0,
8C838611-4DEA-47E1-B48E-68A0C89F9F13,Larix decidua subsp. decidua,,,Europa-Lärche,LC,5,0,0,LC,5,0,0,
A71F74E1-B507-4BF4-93DE-1DB0C8A4B07F,Laserpitium halleri,,,Haller-Laserkraut,LC,4,0,0,-,,,,
3414EC55-64A0-43E6-8E7A-E8EA52DBCCC2,Laserpitium krapfii subsp. gaudinii,,,Schweizer Rotrand-Laserkraut,LC,2,0,0,-,,,,
25F7E78A-A708-4910-8F38-D289B3F881CD,Laserpitium latifolium,,,Breitblättriges Laserkraut,LC,5,0,0,LC,5,0,0,
DB40B702-47DB-4D2A-9B9D-FDA49C6DCF2A,Laserpitium peucedanoides,,,Haarstrang-Laserkraut,-,,,,(CR),dd,dd,dd,"OT: Eine Angabe aus dem Bereich Nörsach-Pirkach (letzterer Ort liegt bereits in Kärnten) konnte auf Osttiroler Gebiet nicht bestätigt werden (Stöhr et al. 2023). Vorkommen der Art im Bezirk Lienz sind uns nicht bekannt, obwohl die Art im nahen Kärnten und in den Südtiroler Dolomiten rezent auftritt."
055B34DA-898F-46FD-819D-955CC65C07EC,Lathraea squamaria,inkl. subsp. tatrica,,Gewöhnliche Schuppenwurz,LC,3,0,-1,NT,3,-1,-1,
098CD020-0A73-4A25-B135-3247540C016F,Lathyrus aphaca,,,Ranken-Platterbse,u,,,,-,,,,
A75D52A4-3CB1-4544-A007-1CD78F93A235,Lathyrus heterophyllus,,,Verschiedenblättrige Platterbse,EN,2,-2,-2,VU,3,-2,-2,"NT: Die Art kommt im westlichsten Tirol (südlichste Allgäuer Alpen und Oberes Gericht) vor, historische Nachweise gibt es auch aus dem Wipptal."
5981800F-4A84-4F11-A5A4-89316CB59842,Lathyrus hirsutus,,,Haarfrüchtige Platterbse,u,,,,-,,,,
1EA3B213-C1B0-4FF9-8ED1-59E608DA56F7,Lathyrus laevigatus subsp. occidentalis,,,Westliche Gelbe Platterbse,NT,3,-1,-1,CR,1,-3,-1,"NT: Die Art ist nur aus den Lechtaler und Allgäuer Alpen bekannt, wo sie zerstreut, aber regelmäßig in meist kleinen Populationen auftritt (Pagitz et al. 2023). – OT: Hinsichtlich des einzigen bekannten Osttiroler Vorkommens in den Lienzer Dolomiten vgl. Stöhr et al. (2023)."
6FC3727E-1985-4F90-BBB3-D01BFD51A165,Lathyrus latifolius,,,Breitblättrige Platterbse,e,,,,u,,,,
0E5AAF93-B8A6-470F-ABBA-FD838D74C93B,Lathyrus linifolius,,,Berg-Platterbse,EN,2,-2,-1,-,,,,"NT: Die Art kam ehemals in der Umgebung von Innbruck sowie im westlichen Nordtirol vor. Bei Innsbruck ist sie längst verschwunden, Funde nach 2000 gibt es bei Nauders, Fließ, Kauns und Landeck."
2E7E218E-D790-4725-B87E-E883F62523A8,Lathyrus niger,,,Schwarze Platterbse,-,,,,LC,3,0,0,
9293CC7F-ECC1-4E88-8E13-766746B0E27C,Lathyrus oleraceus,syn. Pisum sativum,,Kultur-Erbse,u,,,,u,,,,
599F315E-F7F7-47DE-A63C-551259A23374,Lathyrus pratensis,,,Wiesen-Platterbse,LC,5,0,0,LC,5,0,0,
D0AC3049-E982-4321-BCAA-A4092B7D87F1,Lathyrus sativus,,,Saat-Platterbse,u,,,,-,,,,
58837567-3EA6-4763-BC70-66F881378A11,Lathyrus sylvestris,,,Wilde Platterbse,LC,4,0,0,LC,4,0,0,
66724081-88AC-4F8C-9EF9-211FD44E1FDD,Lathyrus tuberosus,,,Knollen-Platterbse,e,,,,u,,,,
BB7E1928-FFEB-4E13-BC8A-48F01D3F1661,Lathyrus vernus,,,Frühlings-Platterbse,NT,3,-1,0,LC,3,0,0,
DED163A9-33B0-46BF-A50C-9C426243B034,Lavandula angustifolia,,,Echt-Lavendel,u,,,,u,,,,
715A7C9C-FF5A-467D-9A96-504006C52D47,Leersia oryzoides,,,Reisquecke,CR,1,-2,-2,-,,,,"NT: Die Art kam nur bei Lans, Fügen und Kitzbühel vor, rezent konnten zwei Vorkommen bei Kitzbühel bestätigt sowie ein Neufund bei Kössen gemacht werden (Pagitz et al. 2023)."
9C8D35A7-9D25-4029-B2A3-8DB420627CB0,Legousia hybrida,,,Kleinblüten-Venusspiegel,-,,,,u,,,,OT: Es existiert ein historischer Beleg.
4CAE4BA8-3714-4688-9062-2BD9D6D2F1C0,Legousia speculum-veneris,,,Großer Venusspiegel,CR,2,-3,-2,RE,0,-3,,"NT: Die meisten Vorkommen dieser archäophytischen Segetalart lagen im Großraum Innsbruck bzw. südlich von Innsbruck, rezent konnte sie bei Natters, Patsch und Untermieming bestätigt werden (Pagitz et al. 2023). – OT: Alte Angaben aus der Lienzer Umgebung (z. B. Hausmann 1851) konnten nicht bestätigt werden (Stöhr et al. 2023)."
2A4E2561-0B87-4C55-9D79-C84B676857B4,Lemna minor,,,Kleine Wasserlinse,LC,4,0,0,LC,4,0,0,
15348F79-71AD-4F3F-A64D-CBF1421D0606,Lemna trisulca,,,"Kreuz-Wasserlinse, Furchen-W.",e?,,,,-,,,,
35A54DC7-37BE-472C-A316-9CA94380A717,Leontodon hispidus subsp. dubius,,,Rauer Felsschutt-Leuenzahn,VU,dd,dd,dd,NT,2,0,-1,
0881CCB2-9AC5-4516-B070-6DA78D255E88,Leontodon hispidus subsp. hispidus,,,Wiesen-Leuenzahn,LC,5,0,0,LC,4,0,0,
FAF51591-E0B0-4CAD-B35A-5FFEEBE88B62,Leontodon hispidus subsp. hyoseroides,,,Glatter Felsschutt-Leuenzahn,LC,4,0,0,LC,4,0,0,
E70D4492-57C6-46D6-9B1E-3C6C904C8C03,Leontodon incanus,,,Grauer Leuenzahn,LC,5,0,0,LC,4,0,0,
64259BAA-9542-4EC0-A707-142AD04BD761,Leontodon saxatilis,,,"Hunds-Leuenzahn, Hundslattich",u,,,,-,,,,
61ED05BE-C969-480C-89B7-8E150807205D,Leontopodium alpinum,,,Edelweiß,LC,4,0,0,LC,5,0,0,
0C708F05-7424-45DE-90D5-64A8DEAF062F,Leonurus cardiaca subsp. cardiaca,,,Gewöhnlicher Löwenschwanz,RE?,0,-3,,LC,3,0,-1,NT: Im Gegensatz zum neophytischen Leonurus cardiaca subsp. villosus ist diese Unterart ein Archäophyt. Sie kam v. a. im Inntal vor und ist extrem stark zurückgegangen. Funde nach 2000 fehlen.
