GUID,Taxon,Synonymie,Aggregatzugehörigkeit,Taxonname deutsch,Nordtirol,Nordtirol,Nordtirol,Nordtirol,Osttirol,Osttirol,Osttirol,Osttirol,Kommentar
,,,,,RL,A,B,R,RL,A,B,R,
FDEA8C60-F3D6-4C95-B841-5C00AA397287,Betula pendula,,B. alba agg.,"Gewöhnliche Birke, Hänge-B.",LC,5,0,0,LC,5,0,0,
020494E9-1E49-453E-98E5-044AB938950E,Betula pubescens s.lat.,inkl. subsp. carpatica und subsp. czerepanovii,B. alba agg.,"Flaum-Birke, Moor-B.",LC,5,0,0,LC,4,0,0,"Von einer Aufgliederung der Taxa von B. pubescens s.lat. wird abgesehen, eine schlüssige Zuordnung zu den Kleinarten ist oft nicht möglich. – NT: In Tieflagen gefährdet (VU)."
2E649407-D922-4AB8-8C1E-C32F10AC39EA,Bidens bipinnata,,,Fiederblatt-Zweizahn,u,,,,-,,,,
62629A00-56DA-4E61-A7FF-6048ECFA3E07,Bidens cernua,,,Nickender Zweizahn,CR,1,-3,-2,CR,1,-3,-2,"NT: Diese Art tiefer Lagen im mittleren und östlichen Nordtirol ist extrem stark zurückgegangen, rezent sind bestenfalls noch zwei von ehemals 37 Quadranten der FKÖ besetzt. – OT: Aktuell nur mehr bei Sillian in einer Feuchtweide."
278E7DB8-CC19-49D7-8563-A001ACDBC569,Bidens ferulifolia,,,Gold-Zweizahn,u,,,,u,,,,
EAC5E3CC-B2F3-40B7-B4AF-218943D4D363,Bidens frondosa,,,Schwarzfrüchtiger Zweizahn,pi,,,,-,,,,
7BC3A755-3042-4C3F-BD75-38BE35CED214,Bidens radiata,,,"Großer Zweizahn, Strahlen-Z.",u,,,,-,,,,
53B72AAA-3098-45A0-8724-D68EF6CEB97D,Bidens tripartita,,,Dreiteiliger Zweizahn,CR,1,-3,-3,CR,2,-2,-3,"NT: Diese Art tiefer Lagen im mittleren und östlichen Nordtirol ist extrem stark zurückgegangen, rezent sind bestenfalls noch drei von ehemals 35 Quadranten der FKÖ besetzt. – OT: Segetale Vorkommen fast erloschen, ruderal ebenfalls nur sehr selten zu finden."
98AD3C3E-4358-486F-A498-0B1EA2806980,Bifora radians,,,Stinkkoriander,u,,,,-,,,,
0CD14E43-0615-4FE8-81F5-1A76D5FD74C9,Biscutella laevigata subsp. laevigata,,,Gewöhnliches Brillenschötchen,LC,5,0,0,LC,5,0,0,
448F073C-48A5-4782-A33A-977376AF0D21,Bistorta officinalis,syn. Persicaria bistorta,,Schlangen-Knöterich,LC,5,-1,-1,NT,4,-2,-1,
57C6945D-1F6F-4AC0-8C53-231C230B3C26,Bistorta vivipara,syn. Persicaria vivipara,,Knöllchen-Knöterich,LC,5,0,0,LC,5,0,0,
2454B089-2D13-458E-8730-29DCCD1D0B13,Blitum bonus-henricus,syn. Chenopodium bonus-henricus,,Guter Heinrich,LC,5,0,0,LC,5,0,0,NT: In Tieflagen gefährdet (VU).
ECC4CC1E-AF9C-41DC-A042-C9868EC964B2,Blitum virgatum,syn. Chenopodium foliosum,,Durchblätterter Erdbeerspinat,EN,2,-3,-1,CR,1,-2,-1,"NT: Aus den Dorfruderalfluren ist die Art weitgehend verschwunden, natürliche Balmenstandorte sind wohl deutlich weniger gefährdet (Pagitz et al. 2023). – OT: Zuletzt in Balmenfluren in den Lienzer Dolomiten wieder bestätigt (Stöhr et al. 2023)."
9341EC40-C1BB-4476-A6CD-3C4A0570635D,Blysmus compressus,,,Quellbinse,LC,5,-1,0,LC,5,-1,-1,NT: In Tieflagen gefährdet (VU).
1AF2AA89-B336-4D56-8E08-8DB7C5C1CACE,Bolboschoenus maritimus agg.,,,Artengruppe Strand-Knollenbinse,u,,,,-,,,,"NT: Belegte Angaben zu Sippen des B. maritimus agg. gehören zu B. maritimus s. str., die unbelegten Angaben können nicht zugeordnet werden. Die erste Angabe stammt vom Beginn des 20.Jh. und bezieht sich auf eine Verwilderung."
B99BC88A-8B23-476C-9141-F49A77559995,Borago officinalis,,,Echt-Boretsch,u,,,,u,,,,
48C86A0E-E4D4-4803-9800-50C2093313D1,Bothriochloa ischaemum,,,Bartgras,NT,3,-1,-1,CR,1,-2,-2,"OT: Aktuell sind nur zwei individuenarme Vorkommen in Magerflächen in Gaimberg und Debant bekannt, ein ruderales Vorkommen an einem Straßenrand in Debant ist inzwischen erloschen."
2DB9698D-6F15-42CD-B2AF-D903EC5EFD3C,Botrychium lanceolatum,,,Lanzett-Rautenfarn,CR,1,-2,-2,RE?,0,-3,,"NT: Aktuell sind nur zwei sehr kleine Populationen dieser Art im Lareintal und im Schmirntal bekannt. Funde von Einzelexemplaren gab es jeweils bei Obergurgl, Vent und historisch auf der Nockspitze bei Innsbruck. – OT: Ob das von A. Polatschek mitgeteilte Vorkommen im Kalser Dorfertal noch existiert, ist unklar. "
276E5186-5290-4675-891A-9B880310FEC8,Botrychium lunaria,,,"Mond-Rautenfarn, Mondraute",LC,5,-1,0,LC,5,0,0,"NT: In Tieflagen gefährdet (VU) – OT: In Tieflagen vom Aussterben bedroht (CR). Über die neuerdings unterschiedenen kryptischen Arten aus der Botrychium lunaria-Gruppe ist für das Gebiet noch kaum etwas bekannt, ein montanes Vorkommen in trockenen Felsrasen bei Matrei in Osttirol wurde von M. Kessler (Universität Zürich) am Foto als „Botrychium sp. B“ sensu Mossion et al. (2022) angesprochen.  "
5C327672-08D6-4EE6-A353-C540FE94D497,Botrychium matricariifolium,,,Ästiger Rautenfarn,CR,1,-3,-2,CR,1,-1,-2,"NT: Aktuell ist nur ein stark gefährdeter Wuchsort bei Obernberg am Brenner bestätigt. Insgesamt gibt es in Nordtirol nur sechs Nachweise, die Hälfte davon entfällt auf das Paznaun, die übrigen liegen im Ötztal und im Oberbergtal (Stöhr 2021; Thalinger & Waldner 2020). – OT: Aktuell sind nur zwei individuenarme Vorkommen im Iseltal und im Lienzer Becken bekannt."
EAB3C27C-876B-4D2A-9B49-1AB93CD68CBD,Botrychium multifidum,,,Vielzipfliger Rautenfarn,CR,1,-3,-3,CR,2,-1,-3,"NT: Von den ursprünglich vier Vorkommen im Gschnitztal, Horlachtal, Oberiss und Pitztal konnte seit mehr als 30 Jahren keines mehr bestätigt werden. Rezent ist ein Vorkommen am Glungezer bekannt (Gilli et al. 2021). – OT: Umgestuft von EN auf CR wegen sehr kleiner Populationen."
9D4BB92E-78B9-47AD-BD52-459227E13C8A,Botrychium simplex s.lat.,inkl. B. tenebrosum,,Einfacher Rautenfarn,CR,2,-2,-3,EN,2,-2,-1,"Art der FFH-Richtlinie, Anhang II und IV. NT: Die Vorkommen liegen in den Ötztaler Alpen bei Vent und in den Tuxer Alpen am Glungezer. Sie sind in ihrer ursprünglichen Größe von europaweiter Bedeutung. Die mit Abstand individuenreichste Population am Glungezer (> 2660 Pflanzen 2021) ist nach Aufdüngung des Standortes in seiner weiteren Existenz vom Erfolg aktuell ergriffener Schutzmaßnahmen abhängig. Die Vorkommen bei Vent besiedeln naturnähere Habitate und erschienen daher weniger gefährdet. In den letzten beiden Jahren konnte im Rahmen des Monitorings der Bestände aber keine oberirdischen Sporophyten mehr nachgewiesen werden. - OT: Die zuletzt bekannt gewordenen Bestände sind rückläufig."
755E6858-0F8E-4F5F-9A77-A2B4F14DFC8B,Botrychium virginianum,,,Virginischer Rautenfarn,RE?,0,-3,,NT,2,0,-1,NT: Eine gezielte Nachsuche an den zwei historischen Fundorten (Engalpe und Gamsgartenschlucht im Karwendel) verlief erfolglos (Pagitz et al. 2023). – OT: Die Art ist in Osttirol in den letzten Jahren an etlichen Stellen in teils individuenreichen Beständen dokumentiert worden (Stöhr et al. 2023). 
8D05967F-4573-4B7B-90DC-B17D06873F6E,Brachypodium pinnatum s. str.,,B. pinnatum agg.,Fieder-Zwenke,LC,5,0,0,LC,5,-1,-1,
BF1F3AF6-B6E4-46FC-8270-1AC055BD7EF3,Brachypodium rupestre,,B. pinnatum agg.,Felsen-Zwenke,LC,5,0,0,LC,4,-1,-1,
5D79E2BC-817B-4AEB-A03F-2188F2382B20,Brachypodium sylvaticum,,,Wald-Zwenke,LC,5,0,0,LC,4,0,0,
9631CA16-03F0-4837-88C1-7B2F3CA638C9,Brassica elongata,,,Langrispen-Kohl,u,,,,-,,,,
CCF41686-A3B3-475E-8F9C-B22DF6BF79ED,Brassica juncea,,,Ruten-Kohl,u,,,,-,,,,
FB4B0EF5-7060-4ECC-B0DD-AE8DE5BA48DC,Brassica napus,,,Raps u. Kohlrübe,u,,,,u,,,,
7489644A-6787-47C5-A754-79A72A43D4CE,Brassica nigra,,,Schwarzsenf,u,,,,u,,,,OT: Keine rezenten Nachweise.
DBB2A400-F41D-47B6-B5A0-3215970FE590,Brassica oleracea,,,Gemüse-Kohl,u,,,,u,,,,
A7A3F7A1-C7AC-4A11-A5B6-B55CBBED3E70,Brassica rapa,,,"Rübsen, Rüben-Kohl",RE,0,-3,,u,,,,NT: Die Art ist als Archäophyt ausgestorben und tritt heute in Nordtirol als unbeständiger Neophyt auf. 
D34CF333-C74F-4764-9031-E207E5E24AB4,Braya alpina,,,Breitschote,VU,1,-1,0,VU,2,-1,-1,NT: Die Art ist auf die Inntalkette des Karwendels beschränkt und rezent nur aus der Umgebung des Großen Solstein bekannt. Ein Rückgang (falls die alten Angaben z. B. vom Brandjochkreuz und -südgrat stimmen) lässt sich am ehesten durch Eutrophierung der Gratlagen durch Schafe erklären. Umgestuft von EN auf VU wegen großer Populationsgröße des einzigen bekannten Vorkommens und nicht vorhandener Habitatgefährdung. 
B338EE2D-E34F-435C-90CF-83C3B8E7E23D,Briza media,,,Gewöhnliches Zittergras,LC,5,-2,-1,LC,5,-1,-1,
8D557958-119D-495F-A830-6B1FF497BAD0,Bromus arvensis,,,Acker-Trespe,RE,0,-3,,RE,0,-3,,Die Art ist als Archäophyt ausgestorben und heute unbeständiger Neophyt. – OT: Gezielte Nachsuche in Getreidefeldern erbrachte keine Nachweise.
0F2B99BE-C48E-4A01-BA7F-D608B02B14E0,Bromus benekenii,,B. ramosus agg.,"Kleine Wald-Trespe, Raue T.",LC,4,0,0,LC,1,0,0,
FE80DEB4-DB2B-499B-BA00-F92C93AD9794,Bromus briziformis,,,Zittergrasähnliche Trespe,u,,,,-,,,,
EE77F7E3-9562-4A68-A291-81BE691C522C,Bromus carinatus s. str.,,,Kiel-Trespe,u,,,,-,,,,
37D2EB54-6D59-43A0-9959-2FA7A6021483,Bromus catharticus,,,Pampas-Trespe,u,,,,-,,,,
782B8560-2A62-4BD6-9C6A-80ABF599AE6E,Bromus commutatus,,B. racemosus agg.,Verwechselte Trespe,u,,,,u,,,,
27C88961-F700-470F-AD94-6485E0AAA6E9,Bromus diandrus s. str.,,,Gussone-Trespe,u,,,,-,,,,
1EE30F1B-4544-45F1-89D0-780362B9695B,Bromus erectus s. str.,,,Aufrechte Trespe,LC,5,-2,-1,NT,4,-2,-1,
E17E375B-0048-488D-A28D-E81EA70CB56B,Bromus hordeaceus subsp. hordeaceus,,,"Eigentliche Flaum-Trespe, Weiche T.",LC,4,0,0,LC,4,0,0,
D5EDCFB2-EA01-4AA3-9964-18AF687C4547,Bromus hordeaceus subsp. pseudothominei,,,Dünen-Flaum-Trespe,u,,,,u,,,,
3F8F4197-50C8-4F62-B790-50D09E28857E,Bromus inermis,,,Wehrlose Trespe,e,,,,e,,,,
618A9473-C8C7-41E5-8C90-33E3E4E0B94F,Bromus japonicus,,,Hänge-Trespe,e,,,,u,,,,
F1D1A02E-F4D0-46C2-A8C0-FE78F2ED4A48,Bromus ramosus s. str.,,B. ramosus agg.,"Große Wald-Trespe, Ästige T.",LC,4,0,0,(DD),dd,dd,dd,"OT: Die einzige Angabe für diese Art aus Osttirol (Biotopkartierung, Galitzenklamm, 1997) ist fraglich."
E72D8D56-495F-4767-85E9-15EFBCBE5D1C,Bromus secalinus,,,Roggen-Trespe,RE,0,-3,,RE,0,-3,,Die Art ist als Archäophyt ausgestorben und heute unbeständiger Neophyt. – OT: Gezielte Nachsuche in Getreidefeldern erbrachte keine Nachweise.
C3384A10-1DB0-4C72-AEAD-3200939AA8C7,Bromus squarrosus,,,Sparrige Trespe,u,,,,-,,,,
5CB5631A-DA9D-44FE-A702-736832D61E08,Bromus sterilis,,,"Taube Trespe, Ruderal-T.",e,,,,e,,,,
4499EEC7-BF03-4420-9754-259D0572ED2A,Bromus tectorum,,,Dach-Trespe,LC,3,0,0,LC,2,0,0,
0778878A-74A0-4ADF-A492-A5CD11ADC9D7,Brunnera macrophylla,,,Kaukasusvergissmeinnicht,u,,,,u,,,,
88BCEA08-F574-4BD2-BA62-51B5A0723EFC,Bryonia alba,,,Schwarzfrüchtige Zaunrübe,u,,,,CR,1,-2,-2,OT: Heute sehr selten und nur mehr ruderal.
601F02FA-4F26-4751-9C3C-5AF0A9FEBDD8,Bryonia dioica,,,Rotfrüchtige Zaunrübe,u,,,,-,,,,
4D7C12E5-DF73-4C42-B5DE-2CD18ADB91D8,Buddleja davidii,,,Sommerflieder,i,,,,pi,,,,
B8D9E77E-3F5A-4051-AE19-EE1C025E4FB1,Buglossoides arvensis s. str.,,,Acker-Rindszunge,EN,2,-2,-1,VU,2,-1,-1,"NT: Ehemals im Oberland sowie im Großraum Innsbruck und südlich davon weit verbreitet, konnte diese Art nur mehr an wenigen Fundorten nachgewiesen werden (Pagitz et al. 2023)."
07B13852-39D2-40D2-B430-454BEE1F1F02,Bunias erucago,,,Flügel-Zackenschötchen,u,,,,u,,,,OT: Keine rezenten Nachweise.
3DB39752-35C3-4502-81D8-4D57C7DA1AFB,Bunias orientalis,,,Orientalisches Zackenschötchen,pi,,,,u,,,,NT: In Nordtirol im Gegensatz zu anderen Bundesländern noch nicht invasiv.
D41500BF-2C4E-4200-8432-D0EB83CBDDCA,Buphthalmum salicifolium,,,"Rindsauge, Ochsenauge",LC,5,0,0,LC,3,0,0,
129BED64-BB8A-4EE4-924E-069A8BD98C5E,Bupleurum fontanesii,,,Zahntrost-Hasenohr,u,,,,-,,,,
21745695-375D-42EC-933B-4DFA4EEF1FEE,Bupleurum longifolium,,,Langblättriges Hasenohr,EN,2,-2,-1,/,,,,"NT: Das gesicherte Vorkommen ist auf das Außerfern beschränkt, die Nordtiroler Pflanzen stehen morphologisch zwischen Bupleurum longifolium subsp. longifolium und B. longifolium subsp. vapincense, eine Zuordnung erscheint daher nicht sinnvoll (Pagitz et al. 2023)."
046116AE-6B60-4A36-8B60-FB3591B9D36E,Bupleurum ranunculoides,,,Hahnenfuß-Hasenohr,VU,1,-1,0,-,,,,NT: Die Nordtiroler Vorkommen beschränken sich auf den westlichsten Landesteil zwischen dem Arlberg und Vils. Rezent konnte die Art vom Aggenstein bei Vils nachgewiesen werden (Pagitz et al. 2023). Umgestuft von CR auf VU wegen großer Populationsgröße und momentan fehlender Habitatgefährdung.
AEC38120-BDCA-45FF-8853-31B53B825ED6,Bupleurum rotundifolium,,,"Durchwachsenes Hasenohr, Rundblättriges H.",u,,,,-,,,,
880CAD58-792C-4B8D-B64A-8A6A181C1DBA,Butomus umbellatus,,,Schwanenblume,u,,,,-,,,,
3E5E2BF3-0192-4BE6-AE73-EDEA58080B09,Buxus sempervirens,,,Buchsbaum,u,,,,u,,,,
B74CE8D3-786E-4421-A6D5-D89710A49E85,Calamagrostis arundinacea,,,Wald-Reitgras,LC,4,0,0,LC,4,0,0,
3E0AD5E7-9E19-43DA-818D-5B5017868C09,Calamagrostis canescens s. str.,,C. canescens agg.,Moor-Reitgras,(EN),dd,dd,dd,EN,2,0,-2,"NT: Das Vorkommen im Gebiet ist nicht gesichert, Belege fehlen. Eine gezielte Nachsuche verlief bisher erfolglos (Pagitz et al. 2023). Angaben aus dem Gebiet gibt es erst ab 1965. – OT: Von dieser Art sind derzeit in Osttirol nur drei Vorkommen bekannt (Stöhr et al. 2023)."
CCE204DD-D6CC-46B1-BD7B-F5B6768AD860,Calamagrostis epigejos,,,Schilf-Reitgras,LC,4,0,0,LC,4,0,0,
69678458-8841-4D72-8816-C32E8AE0E128,Calamagrostis pseudophragmites,,,Ufer-Reitgras,NT,4,-2,-1,LC,4,-1,-1,
8AF91D3A-1D73-4E71-B05E-330441A25BC9,Calamagrostis purpurea,syn. C. phragmitoides,C. canescens agg.,Purpur-Reitgras,EN,1,0,-1,-,,,,NT: Die Art wurde erst kürzlich an ihrem einzigen Vorkommen am Piburger See nachgewiesen. Umgestuft von VU auf EN wegen des Badebetriebs am Piburger See.
908A5826-6EEB-4645-90D3-D1A75102E1C5,Calamagrostis varia,,,Buntes Reitgras,LC,5,0,0,LC,5,0,0,
54FD0679-8989-4CF0-A543-678A7E5F7131,Calamagrostis villosa,,,Woll-Reitgras,LC,5,0,0,LC,5,0,0,
5B79F757-39BB-4C28-872E-AF4C734BFC0C,Calceolaria pinnata,,,Fieder-Pantoffelblume,u,,,,-,,,,
7E5E48D4-4473-4DFA-98E6-9C95045F5B44,Calendula arvensis,,,Acker-Ringelblume,u,,,,-,,,,
CA6E44D9-EE53-420E-9453-0C22DADA1327,Calendula officinalis,,,Garten-Ringelblume,u,,,,u,,,,
571F30D2-2A51-49F6-8E82-D3CF87C3CF9E,Calibrachoa × hybrida hort.,(Kulturhybriden),,Zauberglöckchen,-,,,,u,,,,
FBCCC89A-4AEF-40F1-A0BC-BEDA0F7E5DD3,Calla palustris,,,Drachenwurz,EN,2,-2,-1,RE,0,-3,,NT: Die Art kommt vom Zillertal ostwärts vor. Beinahe die Hälfte der historischen Fundorte dürfte erloschen sein. Die meisten Nachweise nach 1980 stammen aus dem Gebiet südlich des Wilden Kaisers. – OT: Die historischen Angaben aus dem Lienzer Becken konnten nicht mehr bestätigt werden.
E8181243-E4B8-4EAB-8E87-E42A64273273,Callianthemum coriandrifolium,,,Koriander-Schmuckblume,LC,3,0,0,NT,3,-1,0,
0F947535-A7EF-41B0-8112-C1492F28ACB6,Callistephus chinensis,,,Gartenaster,u,,,,u,,,,
0515A4F2-AE75-44A7-925F-E903760DFABF,Callitriche cophocarpa,,C. palustris agg.,Stumpffrüchtiger Wasserstern,VU,2,-1,-1,(CR),dd,dd,,"OT: Ein mit einem nicht sicher bestimmbaren Herbarbeleg dokumentiertes Vorkommen (Herbarium IBF, leg. Kofler) im Nörsacher Teich ist sicher erloschen."
605BBBE2-E5B8-406E-938E-57DDF1B5318D,Callitriche hamulata,,C. palustris agg.,Haken-Wasserstern,(EN),dd,dd,dd,-,,,,NT: Zu der Art existieren historische Angaben bei Völs und Kufstein sowie eine rezente oberhalb Steg im Lechtal. Der Beleg zum Nachweis aus Völs gehört nicht zu dieser Art.
D02C4B5D-F937-47AA-B749-DD90D780875A,Callitriche obtusangula,,C. palustris agg.,Nussfrüchtiger Wasserstern,e?,,,,-,,,,
D94FB997-777B-4D15-808B-C19BF3ADEA8A,Callitriche palustris s. str.,,C. palustris agg.,Sumpf-Wasserstern,LC,4,-1,-1,LC,3,0,0,
A8D024F0-E1CA-404C-9055-E57ACB08A489,Callitriche platycarpa,,C. palustris agg.,Flachfrüchtiger Wasserstern,e?,,,,-,,,,
4833D732-7D47-4B78-A875-7A63F3127AD2,Calluna vulgaris,,,Besenheide,LC,5,0,0,LC,5,0,0,
16042345-156A-4148-BFA2-AFA96A4DA0D4,Caltha palustris,,,Sumpfdotterblume,LC,5,-1,0,LC,5,-1,-1,
00AD5290-58EB-4000-89FF-4B57F506BDE5,Camelina alyssum,,C. sativa agg.,Gezähnter Leindotter,RE,0,-3,,RE,0,-3,,Ehemals Beikraut in Leinäckern. Der letzte Nachweis in Österreich war 1985 im Oberinntal bei Prutz. – OT: Seit langer Zeit erloschen.
7BF0AF1C-C128-4DB9-83A0-2189C283226B,Camelina microcarpa,,C. sativa agg.,"Kleinfrüchtiger Leindotter, Wilder L.",EN,2,-3,-1,u,,,,"NT: Die Art wurde zuletzt auch wieder in Äckern gefunden, meist in individuenarmen Populationen (Pagitz et al. 2023)."
8B17D803-9533-43A9-B340-90B3FB7C1F0B,Camelina sativa s. str.,,C. sativa agg.,Saat-Leindotter,u,,,,u,,,,
8063782C-A96E-45EF-9D5C-0EC6183B68A6,Campanula barbata,,,Bart-Glockenblume,LC,5,0,0,LC,5,0,0,
14408CEA-9CE5-4F52-8A44-06AF7C18E26C,Campanula carpatica,,,Karpaten-Glockenblume,u,,,,u,,,,
B0131D6D-104B-4E8A-9222-1C5D3AB04324,Campanula cenisia,,,Mont-Cenis-Glockenblume,LC,2,0,0,-,,,,
8DC7CE11-1B57-4BC6-8F43-0E33DC6E9CE8,Campanula cervicaria,,,Borsten-Glockenblume,CR,1,-2,-2,/,,,,NT: Die Art war früher punktuell im mittleren Inntal zwischen Stams und Gnadenwald verbreitet und kommt rezent nur mehr im Nordwesten von Innsbruck vor (Pagitz et al. 2023). – OT: Eine Angabe der Biotopkartierung von Ainet ist irrig (Stöhr et al. 2023).
DDDF93E8-B54C-4413-BE62-87BED1F9D3E6,Campanula cespitosa,,,Rasige Glockenblume,/,,,,LC,4,0,0,
25C05C85-D099-4202-8626-76FA8D58F2E3,Campanula cochleariifolia,,,"Zwerg-Glockenblume, Niedrige G.",LC,5,0,0,LC,5,0,0,
D025988F-C682-4EE1-B769-92C9BA614D3E,Campanula glomerata,,,Knäuel-Glockenblume,LC,5,-2,-2,VU,4,-2,-3,
22E19660-597D-45E9-B63F-A52D2314765B,Campanula latifolia,,,Breitblättrige Glockenblume,NT,3,-1,-1,VU,3,-1,-2,
81974984-C44B-48D9-9D54-19B7BADC4472,Campanula medium,,,Marien-Glockenblume,u,,,,-,,,,
476BE05F-AACC-40E1-8620-CF3DDB87D00C,Campanula patula subsp. jahorinae,,,Jahorina-Wiesen-Glockenblume,VU,dd,dd,dd,NT,4,-2,-1,
B7BE1825-A349-4C28-BC6E-B30AAB2484B9,Campanula patula subsp. patula,,,Gewöhnliche Wiesen-Glockenblume,NT,5,-3,-1,NT,4,-2,-1,
C297C8DB-1068-4F18-BDB8-2BCEA0A1BFBA,Campanula persicifolia,,,"Pfirsichblättrige Glockenblume, Wald-G.",LC,4,-1,0,LC,5,0,0,
4D9DF47A-7E0E-4D93-9EC0-FFAF5EA8ED97,Campanula portenschlagiana,,,Dalmatiner Polster-Glockenblume,u,,,,u,,,,
8B2CF3E6-A921-45DF-94CB-F9EC37E0D14C,Campanula poscharskyana,,,Poscharsky-Glockenblume,-,,,,u,,,,
A5A892FF-7F9C-436B-BB45-3292BB0691DB,Campanula rapunculoides,,,Acker-Glockenblume,LC,5,0,0,LC,5,0,0,
64E8D4F9-5D14-4050-BD21-7053081A9053,Campanula rhomboidalis,,,Rhomben-Glockenblume,/,,,,u,,,,OT: Keine rezenten Nachweise.
35280022-578F-4F6B-AD46-0B4E609C7DFD,Campanula rotundifolia s. str.,,C. rotundifolia agg.,Rundblättrige Glockenblume,LC,5,-1,0,LC,5,0,0,
675E83FB-FC36-46A0-806E-C5BE2F4DF817,Campanula scheuchzeri,,C. rotundifolia agg.,Scheuchzer-Glockenblume,LC,5,0,0,LC,5,0,0,
91CB0896-5ED6-4DC6-919E-FAD8847DEFC5,Campanula spicata,,,Ähren-Glockenblume,CR,1,-3,-1,NT,4,-2,-2,"NT: Abgesehen von einer unsicheren Angabe bei Vent ist die Art auf die Umgebung des Reschenpasses und das obere Wipptal mit seinen Seitentälern beschränkt. Sie dürfte stark zurückgegangen sein, die einzige rezente Angabe ist aus dem Venntal."
56206D84-7406-49CF-97B7-10382C1DCB6A,Campanula thyrsoides,,,Strauß-Glockenblume,LC,4,0,0,CR,1,-2,-1,In Nord- und Ostirol nur subsp. thyrsoides – OT: Nur ein äußerst individuenarmes Vorkommen in Kals am Großglockner am Eingang ins Dorfertal.
DB4F3014-42D2-4BC3-8644-87FAD8C0BE67,Campanula trachelium,,,Nessel-Glockenblume,LC,5,0,0,LC,5,0,0,
E0AD38F4-608C-4CDB-A45C-75F5FB86BB3F,Canna × generalis,(Kulturhybride),,Blumenrohr,-,,,,u,,,,
DFCD4892-C917-458B-894E-3E52B301B29E,Cannabis sativa s.lat.,inkl. var. spontanea,,Hanf,u,,,,u,,,,
8D5D0D61-EE6F-4CB6-B5FB-63C2B3A5DD55,Capsella bursa-pastoris,,,Gewöhnliches Hirtentäschel,LC,5,0,0,LC,5,0,0,
2E543DAC-3FAE-4966-AB9E-C0F6DDF53C7B,Capsella rubella,,,Rötlich-Hirtentäschel,u,,,,-,,,,
E1F9CA4D-41FC-4B4E-AF4B-EAD2DB359686,Caragana arborescens,,,Gewöhnlich-Erbsenstrauch,u,,,,u,,,,
B2A20229-B911-4D04-AE0B-A6570FB04064,Cardamine alpina,,,Alpen-Schaumkraut,LC,4,0,0,LC,5,0,-1,
EA0E16BD-FF56-4085-B229-47211BDB1125,Cardamine amara subsp. amara,,,Tiefländisches Bitteres Schaumkraut,LC,dd,dd,dd,DD,dd,dd,dd,Die Verbreitung und Gefährdung dieser Unterart in Nord- und Osttirol ist ungenügend bekannt.
754E9D1B-F1BE-4493-A477-68D23DEA208C,Cardamine amara subsp. austriaca,,,Österreichisches Bitteres Schaumkraut,LC,5,0,0,LC,4,0,0,
61B039C9-4545-49AB-8FC3-7EABBDDA8D66,Cardamine bulbifera,syn. Dentaria bulbifera,,Zwiebel-Zahnwurz,LC,2,0,0,VU,2,-1,-1,
E330A2B8-BC3E-4DD4-9D3C-C652D5A2BAEF,Cardamine enneaphyllos,syn. Dentaria enneaphyllos,,Neunblättrige Zahnwurz,LC,4,0,0,LC,4,0,0,
3475A1D4-66E8-4F2C-9863-E45FD641BC59,Cardamine flexuosa,,,Wald-Schaumkraut,LC,4,0,0,LC,3,0,0,
BE965C02-C856-4C1A-92C7-889418E4ED25,Cardamine hirsuta,,,Ruderal-Schaumkraut,LC,4,0,0,LC,3,0,0,
BFD14497-9528-4077-9059-C20385266BBE,Cardamine impatiens,,,Spring-Schaumkraut,LC,5,0,0,LC,5,0,0,
7BB01EE7-DBC1-4AB6-89AD-01ABEEAB253B,Cardamine kitaibelii,syn. Dentaria polyphylla,,Vielblättrige Zahnwurz,EN,1,-1,-1,-,,,,"NT: Die Art kommt nur auf der Nordseite der Grieskogelgruppe der Stubaier Alpen vor, wo sie erst spät entdeckt wurde."
ED84AA6A-08F9-4FBB-9E86-FD945587F5FF,Cardamine occulta,"syn. C. flexuosa subsp. debilis, C. hamiltonii",,Ostasiatisches Reisfeld-Schaumkraut,u,,,,u,,,,
03F876E4-0C10-4B1F-BD3B-71D7302FE15D,Cardamine pentaphyllos,syn. Dentaria pentaphyllos,,"Finger-Zahnwurz, Fünfblättrige Z.",LC,3,0,0,EN,2,-2,-1,
F683B9D7-41E3-4EAB-8969-E5CFA73CA8A1,Cardamine pratensis s. str.,inkl. C. rivularis auct. und C. udicola,,Gewöhnliches Wiesen-Schaumkraut,NT,4,-2,-1,VU,3,-2,-1,
C1A68EBC-0827-4CAC-B3F8-46CB05B1A4A4,Cardamine resedifolia,,,Reseda-Schaumkraut,LC,5,0,0,LC,5,0,0,
7AE96B73-CD52-485A-8C18-E1802F92DD58,Cardamine trifolia,,,Kleeblättriges Schaumkraut,LC,3,0,0,-,,,,
75961142-118A-4346-A35A-F035A69A7E93,Carduus acanthoides,,,Weg-Ringdistel,EN,3,-3,-2,LC,5,-1,-1,"NT: Die Art war ehemals auf trockenen Weiden in Nordtirol weit verbreitet und ist äußerst stark zurückgegangen, rezente Funde gibt es bei Mötz und aus dem Bschlabertal."
1FE779D7-EDEC-4AE8-BF00-9F9E1341F252,Carduus crispus,,,Krause Ringdistel,NT,4,-2,-1,RE,0,-3,,NT: Die Art kommt auch ruderal vor. – OT: Rezente Nachsuche negativ (Stöhr et al. 2023).
